id,sale_type,home_type,property_type,property_sub_type,address,short_address,short_address_sorted,short_address_reversed,unit_number,address_revealing,city,state,county,zip,beds,baths,full_baths,num_of_units,total_rooms,location,sqft,lot_size,parcel_number,year_built,walkscore,tax,parking_spots,parking_type,list_price,days_on_market,status,is_foreclosure,foreclosure_status,next_open_house_date,next_open_house_start_time,next_open_house_end_time,recent_reduction_date,original_list_price,last_sale_date,last_sale_price,url,mls_name,listing_id,broker_name,broker_number,broker_url,original_source,architecture_style,foundation_type,roof_type,num_of_stories,construction_type,is_new_construction,construction_materials,pets_allowed,smoking_allowed,is_furnished,has_pool,is_water_front,needs_repair,property_condition,tenant_occupied,favorite,interested,latitude,longitude,coordinate,coordinate_4326,is_short_sale,investment_likelihood_label,investment_likelihood_score,heating_system,cooling_system,view_type,schools,characteristics,directions,neighborhood_id,image_url,extra_images,tax_history,image_width,image_height,videos,virtual_tours,is_market_place,listing_date,modification_timestamp
1233631,MLS Listing,Condo/Coop,Residential,Condominium,1525 N Hayworth Ave #302,1525 N Hayworth AVE #302,302-1525-ave-hayworth-n,n-htrowyah-eva-5251-203,302,1,Los Angeles,CA,LOS ANGELES,90046,3,2,3,NULL,NULL,Mid City West,2140,21607,5551017085,1959,NULL,4388,2,Garage,1050000,6,Active,0,NULL,2/17/24,12:00 PM,3:00 PM,NULL,1195000,2/17/22 8:00,520000,https://www.realtor.com/realestateandhomes-detail/1525-N-Hayworth-Ave-Apt-302_Los-Angeles_CA_90046_M11684-04797?s=MRMLSCA&m=SB24010066&c=mashv&f=listhub,"California Regional Multiple Listing Service, Inc",26652173,Redfin Corporation,(949) 294-6186,http://www.redfin.com/,Redfin,Other,NULL,NULL,3,NULL,0,NULL,0,0,0,NULL,NULL,0,NULL,0,N,Y,34.0987,-118.363,POINT(-118.3632471 34.0987217),"POINT(-118.3632471 34.0987217),4326",NULL,0,30.61,Central Furnace,Central A/C,Hills,"[{""category"":""Elementary"",""name"":null,""district"":""Other""},{""category"":""High"",""name"":null,""district"":""Other""},{""category"":""JuniorHigh"",""name"":null,""district"":""Other""},{""category"":""Middle"",""name"":null,""district"":""Other""}]","{""Appliances"":{""Appliance"":[""Dishwasher"",""Freezer"",""Microwave"",""Oven - Convection"",""Oven - Gas""]},""ArchitectureStyle"":""Other"",""BuildingUnitCount"":""1"",""CoolingSystems"":{""CoolingSystem"":""Central A\/C""},""HasElevator"":""true"",""FloorCoverings"":{""FloorCovering"":""Wood""},""HeatingSystems"":{""HeatingSystem"":""Central Furnace""},""IsNewConstruction"":""false"",""NumFloors"":""1.0"",""NumParkingSpaces"":""2.0"",""RoofTypes"":{""RoofType"":""Unknown""},""Rooms"":{""Room"":[""Bedroom"",""Bedroom"",""Bedroom"",""Bonus Room"",""Full Bath"",""Full Bath"",""Half Bath"",""Library"",""Living Room"",""Office""]},""ViewTypes"":{""ViewType"":""Hills""}}",W Pico Blvd and La Cienega Blvd,276450,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_0.jpg,"https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_1_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_2_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_3_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_4_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_5_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_6_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_7_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_8_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_9_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_10_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_11_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_12_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_13_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_14_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_15_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_16_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_17_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_18_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_19_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_20_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_21_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_22_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_23_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_24_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_25_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_26_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_27_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_28_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_29_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_30_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_31_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_32_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_33_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_34_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_35_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_36_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_37_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_38_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_39_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_40_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_41_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_42_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_43_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_44_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_45_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_46_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_47_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_48_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_49_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_50_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_51_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_52_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_53_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_54_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_55_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_56_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_57_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_58_0.jpg,https://ssl.cdn-redfin.com/photo/40/bigphoto/173/26652173_59_0.jpg","{""2017"":{""property_tax"":4388.38,""assessment"":352791},""2016"":{""property_tax"":4388.38,""assessment"":345875},""2015"":{""property_tax"":4248.92,""assessment"":340680}}",100,100,NULL,"https://my.matterport.com/show/?m=4TM4ncbVBcx&mls=1,https://www.youtube.com/watch?v=RtVG2Zgxm2M",0,1/17/24 0:00,1/6/26 9:50
